index,lat,lon,deg,speed
0,-10.0,110.0,115.505,5.78
1,-10.0,111.0,111.005,5.28
2,-10.0,112.0,107.005,5.33
3,-10.0,113.0,90.5053,6.01
4,-10.0,114.0,91.5053,6.73
5,-10.0,115.0,98.5053,7.46
6,-10.0,116.0,98.0053,8.11
7,-10.0,117.0,100.005,8.43
8,-10.0,118.0,107.505,8.53
9,-10.0,119.0,111.005,9.71
10,-10.0,120.0,109.505,6.98
11,-10.0,121.0,116.005,7.81
12,-10.0,122.0,117.005,8.78
13,-10.0,123.0,119.005,10.78
14,-10.0,124.0,93.0053,7.68
15,-10.0,125.0,88.5053,7.56
16,-10.0,126.0,104.505,6.88
17,-10.0,127.0,113.005,7.28
18,-10.0,128.0,114.005,7.43
19,-10.0,129.0,115.005,8.11
20,-10.0,130.0,109.005,9.26
21,-10.0,131.0,107.005,10.16
22,-10.0,132.0,109.005,11.06
23,-10.0,133.0,115.505,11.38
24,-10.0,134.0,119.505,11.36
25,-10.0,135.0,123.505,11.11
26,-10.0,136.0,127.005,10.46
27,-10.0,137.0,125.505,9.91
28,-10.0,138.0,121.505,9.46
29,-10.0,139.0,121.505,9.66
30,-10.0,140.0,120.505,9.76
31,-10.0,141.0,120.005,10.01
32,-10.0,142.0,128.005,10.91
33,-10.0,143.0,132.005,10.66
34,-10.0,144.0,135.505,9.43
35,-10.0,145.0,132.505,8.51
36,-10.0,146.0,130.005,7.81
37,-10.0,147.0,140.0,3.6
38,-10.0,148.0,108.005,5.41
39,-10.0,149.0,116.005,1.68
40,-10.0,150.0,46.5053,1.26
41,-10.0,151.0,83.5053,4.36
42,-10.0,152.0,92.5053,4.76
43,-10.0,153.0,100.505,5.43
44,-10.0,154.0,101.005,5.31
45,-10.0,155.0,98.5053,5.48
46,-10.0,156.0,101.005,6.11
47,-10.0,157.0,114.005,7.13
48,-10.0,158.0,117.505,7.63
49,-10.0,159.0,114.005,8.76
50,-10.0,160.0,200.0,1.5
50,-10.810811,110.0,115.005,7.86
51,-10.810811,111.0,111.505,6.23
52,-10.810811,112.0,116.505,5.61
53,-10.810811,113.0,110.005,5.33
54,-10.810811,114.0,86.5053,6.76
55,-10.810811,115.0,91.5053,7.78
56,-10.810811,116.0,93.5053,7.96
57,-10.810811,117.0,93.5053,8.51
58,-10.810811,118.0,98.5053,8.81
59,-10.810811,119.0,101.505,9.66
60,-10.810811,120.0,104.005,9.48
61,-10.810811,121.0,112.005,9.48
62,-10.810811,122.0,112.505,9.23
63,-10.810811,123.0,103.505,8.56
64,-10.810811,124.0,92.5053,9.08
65,-10.810811,125.0,93.5053,8.31
66,-10.810811,126.0,102.505,7.56
67,-10.810811,127.0,110.005,7.51
68,-10.810811,128.0,111.005,7.21
69,-10.810811,129.0,108.505,6.31
70,-10.810811,130.0,98.0053,7.11
71,-10.810811,131.0,93.0053,7.91
72,-10.810811,132.0,98.0053,9.98
73,-10.810811,133.0,108.005,11.11
74,-10.810811,134.0,115.005,11.36
75,-10.810811,135.0,125.505,11.03
76,-10.810811,136.0,127.005,10.46
77,-10.810811,137.0,127.505,9.86
78,-10.810811,138.0,125.005,9.98
79,-10.810811,139.0,121.505,9.81
80,-10.810811,140.0,121.505,9.81
81,-10.810811,141.0,122.505,10.93
82,-10.810811,142.0,140.0,6.2
83,-10.810811,143.0,131.505,11.61
84,-10.810811,144.0,132.505,10.53
85,-10.810811,145.0,129.505,9.11
86,-10.810811,146.0,125.505,9.41
87,-10.810811,147.0,122.505,9.11
88,-10.810811,148.0,110.005,8.56
89,-10.810811,149.0,104.005,8.53
90,-10.810811,150.0,72.0053,7.63
91,-10.810811,151.0,80.0053,5.21
92,-10.810811,152.0,87.0053,5.18
93,-10.810811,153.0,96.0053,5.66
94,-10.810811,154.0,97.0053,5.31
95,-10.810811,155.0,97.0053,5.43
96,-10.810811,156.0,100.505,6.41
97,-10.810811,157.0,109.005,7.66
98,-10.810811,158.0,112.505,7.88
99,-10.810811,159.0,103.005,8.28
100,-10.810811,160.0,100.505,5.28
100,-11.621622,110.0,120.005,7.91
101,-11.621622,111.0,105.505,7.08
102,-11.621622,112.0,116.005,5.83
103,-11.621622,113.0,116.005,5.33
104,-11.621622,114.0,94.0053,4.76
105,-11.621622,115.0,88.0053,7.98
106,-11.621622,116.0,90.5053,7.81
107,-11.621622,117.0,92.5053,8.08
108,-11.621622,118.0,94.0053,8.96
109,-11.621622,119.0,98.0053,9.71
110,-11.621622,120.0,102.005,9.48
111,-11.621622,121.0,106.505,9.53
112,-11.621622,122.0,107.005,9.58
113,-11.621622,123.0,99.0053,9.31
114,-11.621622,124.0,95.0053,8.91
115,-11.621622,125.0,94.5053,8.41
116,-11.621622,126.0,101.005,7.96
117,-11.621622,127.0,108.005,7.76
118,-11.621622,128.0,111.005,7.51
119,-11.621622,129.0,123.505,6.11
120,-11.621622,130.0,95.5053,5.28
121,-11.621622,131.0,99.5053,4.93
122,-11.621622,132.0,89.0053,5.83
123,-11.621622,133.0,93.5053,9.58
124,-11.621622,134.0,104.505,10.11
125,-11.621622,135.0,125.005,10.53
126,-11.621622,136.0,126.505,10.08
127,-11.621622,137.0,125.505,9.46
128,-11.621622,138.0,126.505,9.91
129,-11.621622,139.0,125.505,9.53
130,-11.621622,140.0,125.005,9.36
131,-11.621622,141.0,117.005,10.16
132,-11.621622,142.0,124.005,9.78
133,-11.621622,143.0,132.005,10.23
134,-11.621622,144.0,131.005,11.33
135,-11.621622,145.0,127.505,10.58
136,-11.621622,146.0,124.505,10.33
137,-11.621622,147.0,122.505,9.56
138,-11.621622,148.0,108.005,9.53
139,-11.621622,149.0,98.5053,9.78
140,-11.621622,150.0,78.5053,8.28
141,-11.621622,151.0,84.5053,5.88
142,-11.621622,152.0,91.5053,5.56
143,-11.621622,153.0,93.5053,5.88
144,-11.621622,154.0,94.0053,5.38
145,-11.621622,155.0,94.0053,5.48
146,-11.621622,156.0,99.0053,6.61
147,-11.621622,157.0,105.505,7.78
148,-11.621622,158.0,108.505,8.36
149,-11.621622,159.0,104.005,8.58
150,-11.621622,160.0,100.505,6.31
150,-12.432432,110.0,100.505,7.91
151,-12.432432,111.0,101.505,8.53
152,-12.432432,112.0,118.505,8.78
153,-12.432432,113.0,113.505,6.73
154,-12.432432,114.0,113.505,4.43
155,-12.432432,115.0,85.5053,8.01
156,-12.432432,116.0,90.5053,8.43
157,-12.432432,117.0,100.505,8.13
158,-12.432432,118.0,92.5053,8.76
159,-12.432432,119.0,93.5053,9.41
160,-12.432432,120.0,97.0053,9.31
161,-12.432432,121.0,101.505,9.03
162,-12.432432,122.0,102.005,8.76
163,-12.432432,123.0,102.505,8.51
164,-12.432432,124.0,97.0053,8.81
165,-12.432432,125.0,92.5053,8.96
166,-12.432432,126.0,96.5053,8.68
167,-12.432432,127.0,106.005,7.73
168,-12.432432,128.0,108.505,6.83
169,-12.432432,129.0,128.005,4.61
170,-12.432432,130.0,352.505,1.78
171,-12.432432,131.0,80.0,5.1
172,-12.432432,132.0,119.505,4.96
173,-12.432432,133.0,121.005,6.41
174,-12.432432,134.0,121.505,6.91
175,-12.432432,135.0,125.505,7.86
176,-12.432432,136.0,129.005,7.43
177,-12.432432,137.0,150.0,4.1
178,-12.432432,138.0,134.505,9.46
179,-12.432432,139.0,137.505,9.03
180,-12.432432,140.0,138.005,8.51
181,-12.432432,141.0,114.505,8.98
182,-12.432432,142.0,110.0,6.2
183,-12.432432,143.0,125.005,8.43
184,-12.432432,144.0,128.005,12.51
185,-12.432432,145.0,126.505,13.01
186,-12.432432,146.0,125.505,12.41
