index,lat,lon,deg,speed
0,-10.0,110.0,98.5021,7.66
1,-10.0,110.5,99.0021,7.81
2,-10.0,111.0,100.002,7.71
3,-10.0,111.5,102.002,7.71
4,-10.0,112.0,104.502,7.81
5,-10.0,112.5,104.502,7.86
6,-10.0,113.0,104.502,7.86
7,-10.0,113.5,103.502,8.06
8,-10.0,114.0,101.502,8.31
9,-10.0,114.5,100.502,8.56
10,-10.0,115.0,101.002,9.01
11,-10.0,115.5,101.002,9.01
12,-10.0,116.0,101.002,9.41
13,-10.0,116.5,101.002,9.26
14,-10.0,117.0,102.502,8.76
15,-10.0,117.5,104.502,9.16
16,-10.0,118.0,106.502,10.21
17,-10.0,118.5,109.002,10.96
18,-10.0,119.0,109.002,10.96
19,-10.0,119.5,110.502,9.91
20,-10.0,120.0,103.002,7.06
21,-10.0,120.5,100.502,4.46
22,-10.0,121.0,106.502,7.86
23,-10.0,121.5,108.002,9.31
24,-10.0,122.0,108.002,9.31
25,-10.0,122.5,111.502,10.76
26,-10.0,123.0,110.502,11.86
27,-10.0,123.5,99.5021,9.76
28,-10.0,124.0,87.0021,9.26
29,-10.0,124.5,87.0021,9.26
30,-10.0,125.0,87.5021,9.61
31,-10.0,125.5,95.5021,9.31
32,-10.0,126.0,103.002,9.06
33,-10.0,126.5,109.502,9.01
34,-10.0,127.0,115.002,8.86
35,-10.0,127.5,117.502,8.81
36,-10.0,128.0,117.502,8.81
37,-10.0,128.5,115.502,9.16
38,-10.0,129.0,114.502,9.71
39,-10.0,129.5,115.002,9.76
40,-10.0,130.0,111.002,10.11
41,-10.0,130.5,108.502,11.06
42,-10.0,131.0,108.502,11.06
43,-10.0,131.5,110.502,11.51
44,-10.0,132.0,113.502,11.41
45,-10.0,132.5,114.502,11.41
46,-10.0,133.0,116.002,11.51
47,-10.0,133.5,116.002,11.51
48,-10.0,134.0,118.502,11.66
49,-10.0,134.5,121.502,11.56
50,-10.0,135.0,123.002,11.31
51,-10.0,135.5,123.002,11.11
52,-10.0,136.0,123.002,10.86
53,-10.0,136.5,123.002,10.86
54,-10.0,137.0,123.002,10.51
55,-10.0,137.5,122.502,10.11
56,-10.0,138.0,121.502,10.21
57,-10.0,138.5,119.502,10.76
58,-10.0,139.0,119.002,11.01
59,-10.0,139.5,119.002,11.01
60,-10.0,140.0,117.502,11.41
61,-10.0,140.5,117.002,11.01
62,-10.0,141.0,116.002,10.96
63,-10.0,141.5,117.002,11.41
64,-10.0,142.0,120.502,11.41
65,-10.0,142.5,120.0,9.3
66,-10.0,143.0,122.502,11.26
67,-10.0,143.5,124.002,11.31
68,-10.0,144.0,126.002,10.51
69,-10.0,144.5,126.002,10.31
70,-10.0,145.0,124.502,11.31
71,-10.0,145.5,124.502,11.31
72,-10.0,146.0,123.002,11.96
73,-10.0,146.5,122.502,12.41
74,-10.0,147.0,120.502,13.11
75,-10.0,147.5,118.002,12.36
76,-10.0,148.0,114.002,9.16
77,-10.0,148.5,111.502,4.66
78,-10.0,149.0,111.502,4.66
79,-10.0,149.5,101.002,2.01
80,-10.0,150.0,133.502,1.06
81,-10.0,150.5,137.502,2.91
82,-10.0,151.0,124.002,5.61
83,-10.0,151.5,124.002,5.61
84,-10.0,152.0,116.002,6.61
85,-10.0,152.5,104.002,7.26
86,-10.0,153.0,105.002,6.91
